,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Boxcox,VisSqrt
4073,FDH50,15.0,Regular,Canned,185.9266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2581.9724,50.99705446024665,0.4021975074512521
4074,FDZ09,17.6,Low Fat,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802,49.98039971178445,0.32385022309703604
4075,FDS19,13.8,Regular,Fruits and Vegetables,77.8012,OUT010,1998,Small,Tier 3,Grocery Store,227.7036,18.425847714616392,0.3278258973906729
4076,NCU30,5.11,Low Fat,Household,163.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,47.08115910427031,0.18673000562309208
4077,FDI27,8.71,Regular,Dairy,43.5744,OUT045,2002,Small,Tier 2,Supermarket Type1,407.4696,23.710922369136405,0.2146615359117697
4078,FDQ09,7.235,Low Fat,Snack Foods,113.6834,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668,18.520265600057176,0.2410058733724139
4079,FDB35,12.3,Regular,Starchy Foods,89.8804,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.3256,38.37571185010854,0.25420262783850206
4080,DRD12,6.96,Low Fat,Soft Drinks,93.1146,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504,47.694273835385076,0.2778110238993406
4081,FDW07,18.0,Regular,Fruits and Vegetables,89.6514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.5794,44.62918791189918,0.3780353012616679
4082,DRE13,6.28,Low Fat,Soft Drinks,85.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396,43.479608749112266,0.16637922646772943
4083,FDR11,10.5,Regular,Breads,158.7578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,48.197212580606575,0.3775066515970281
4084,DRG36,14.15,low fat,Soft Drinks,171.0106,OUT045,2002,Small,Tier 2,Supermarket Type1,4106.6544,61.49286385102604,0.3091466480491095
4085,DRD37,9.8,LF,Soft Drinks,47.506,OUT010,1998,Small,Tier 3,Grocery Store,186.424,16.866232652228398,0.1522111362548746
4086,FDX03,15.85,Regular,Meat,44.7744,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,16.65001993257743,0.2470731328979337
4087,FDU46,10.3,Regular,Snack Foods,84.854,OUT045,2002,High,Tier 2,Supermarket Type1,778.986,31.17430197112752,0.10558818589217261
4088,FDV03,17.6,Low Fat,Meat,156.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.4966,53.80283993313672,0.24102130403763067
4089,FDZ37,11.94125,Regular,Canned,86.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.8356,45.203583416491156,0.14025966633355436
4090,FDI24,10.3,Low Fat,Baking Goods,177.037,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177,59.00145467349503,0.280496481261352
4091,FDX33,9.195,Regular,Snack Foods,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624,38.34299803671369,0.34302695520906223
4092,FDG47,12.8,Low Fat,Starchy Foods,261.3252,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.2276,57.063300389285835,0.26439069196929
4093,FDZ57,10.0,Regular,Snack Foods,126.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994,38.35936015203914,0.1943120325661795
4094,FDT04,17.25,Low Fat,Frozen Foods,40.5822,OUT035,2004,Small,Tier 2,Supermarket Type1,785.644,31.285251800244954,0.3271414036773701
4095,FDO49,11.94125,Regular,Breakfast,49.3008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.024,41.076239726753585,0.18136182619283475
4096,NCB43,20.2,Low Fat,Household,187.7898,OUT017,2007,Medium,Tier 2,Supermarket Type1,2245.0776,48.18560637387047,0.3169817991620339
4097,NCL53,7.5,Low Fat,Health and Hygiene,175.2028,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57,63.378594640259365,0.190336720051597
4098,FDM01,7.895,Regular,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,37.679765449299815,0.3073897932593078
4099,FDO12,15.75,Low Fat,Baking Goods,195.5452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712,36.96409431481308,0.23484951777680957
4100,FDO13,11.94125,Low Fat,Breakfast,162.8526,OUT019,1985,Small,Tier 1,Grocery Store,493.3578,25.72338813962504,0.326967282766946
4101,FDI04,13.65,reg,Frozen Foods,196.2426,OUT045,2002,Small,Tier 2,Supermarket Type1,2570.6538,50.906385872483,0.2702966906937634
4102,NCK05,20.1,Low Fat,Health and Hygiene,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576,34.29904937375994,0.27827972617494073
4103,FDP28,13.65,Regular,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936,51.22001696359634,0.284550475311499
4104,FDJ44,12.3,Regular,Fruits and Vegetables,176.3396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,39.68267400408747,0.3263319812706073
4105,FDS25,11.94125,Regular,Canned,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.2068,57.170884467416855,0.3732700858627704
4106,FDC02,21.35,Low Fat,Canned,258.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506,76.24207322169323,0.26234038385273434
4107,FDT23,7.72,Regular,Breads,76.3986,OUT013,1987,High,Tier 3,Supermarket Type1,1402.1748,39.76030097997214,0.27325681693235027
4108,NCD31,12.1,Low Fat,Household,165.1526,OUT010,1998,High,Tier 3,Grocery Store,164.4526,15.948021116072237,0.16072998475704525
4109,FDV19,14.85,Regular,Fruits and Vegetables,159.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2085.9514,46.76698989267488,0.18769042863182983
4110,NCQ30,11.94125,Low Fat,Household,120.5414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242,22.632262952755664,0.22561430362457074
4111,NCD18,16.0,Low Fat,Household,231.3668,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.336,64.39837457606717,0.27012061009852617
4112,FDL10,8.395,Low Fat,Snack Foods,97.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,35.85922411156642,0.1987264627572282
4113,FDX20,7.365,Low Fat,Fruits and Vegetables,225.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3395.58,56.96440915312775,0.20628185814559652
4114,FDM32,20.5,Low Fat,Fruits and Vegetables,89.583,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66,44.01682754356767,0.14348479361939367
4115,FDR09,18.25,Low Fat,Snack Foods,257.2962,OUT010,1998,High,Tier 3,Grocery Store,517.9924,26.260220954441376,0.360686905778405
4116,FDL34,11.94125,Low Fat,Snack Foods,140.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.3384,61.41269150917969,0.20186038739683426
4117,NCK42,7.475,LF,Household,214.5192,OUT045,2002,Medium,Tier 2,Supermarket Type1,2804.3496,52.73100801494561,0.1146587807365838
4118,FDU23,12.15,Low Fat,Breads,164.6184,OUT045,2002,Medium,Tier 2,Supermarket Type1,3797.7232,59.58993683921304,0.14753830011220814
4119,FDG16,15.25,Low Fat,Frozen Foods,217.1192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3235.788,55.86813771971448,0.2999274078839745
4120,FDY56,16.35,Regular,Fruits and Vegetables,225.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434,41.75436836369881,0.25033106479220674
4121,FDO24,11.1,Low Fat,Baking Goods,158.1604,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5248,45.03692338422596,0.4197408069273227
4122,NCV29,11.8,Low Fat,Health and Hygiene,177.8686,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.9836,64.48038228401845,0.15114066626821518
4123,FDQ48,14.3,Regular,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.9808,31.240941475453273,0.18550266305366075
4124,FDS47,16.75,Low Fat,Breads,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696,39.80676847629738,0.35897264380451055
4125,FDO50,16.25,Low Fat,Canned,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.4452,37.22204826918094,0.27980398674786605
4126,FDW48,18.0,Low Fat,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809,23.59454751565898,0.0924078351656395
4127,FDV20,20.2,Regular,Fruits and Vegetables,125.2678,OUT010,1998,Small,Tier 3,Grocery Store,127.1678,14.198618673280363,0.3163783936996963
4128,FDW47,15.0,Low Fat,Breads,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2436.828,49.81524341913993,0.21551642164809623
4129,FDA07,11.94125,Regular,Fruits and Vegetables,122.9072,OUT027,1985,Medium,Tier 3,Supermarket Type3,4532.7664,63.97837649767648,0.1754843981669026
4130,FDZ16,11.94125,Regular,Frozen Foods,193.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4649.9472,64.63650003566453,0.39885051711136094
4131,FDN09,11.94125,low fat,Snack Foods,241.6828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4873.656,65.86516365076056,0.18629494625458845
4132,FDB50,13.0,Low Fat,Canned,77.2986,OUT017,2007,Medium,Tier 2,Supermarket Type1,1246.3776,37.880557216751626,0.3930489727756581
4133,NCL06,14.65,Low Fat,Household,262.9594,OUT049,1999,Medium,Tier 1,Supermarket Type1,5233.188,67.7691937340641,0.26866089964860906
4134,DRG03,11.94125,Low Fat,Dairy,153.9998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5229.1932,67.74848695990985,0.2483674737158632
4135,DRM59,5.88,Low Fat,Hard Drinks,152.2998,OUT045,2002,Medium,Tier 2,Supermarket Type1,3075.996,54.73806649854488,0.059994816442756116
4136,FDU25,12.35,Low Fat,Canned,57.3246,OUT017,2007,Medium,Tier 2,Supermarket Type1,1332.2658,38.93359298438215,0.16380531737400955
4137,NCU42,9.0,Low Fat,Household,169.6474,OUT017,2007,Medium,Tier 2,Supermarket Type1,2526.711,50.552033868410284,0.1400606689974027
4138,FDH21,10.395,LF,Seafood,158.4604,OUT010,1998,Medium,Tier 3,Grocery Store,158.4604,15.684642052951217,0.22861380098323023
4139,DRO47,10.195,Low Fat,Hard Drinks,111.786,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79,43.00121009865626,0.33496782681326276
4140,FDC44,11.94125,Low Fat,Fruits and Vegetables,115.7518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346,68.37572470259829,0.4144406797118256
4141,NCL29,9.695,Low Fat,Health and Hygiene,158.9604,OUT045,2002,Medium,Tier 2,Supermarket Type1,1743.0644,43.46604995628705,0.3378912635745411
4142,FDL48,19.35,Regular,Baking Goods,48.8034,OUT046,1997,Small,Tier 1,Supermarket Type1,340.2238,21.944402777122406,0.2868212317803548
4143,FDJ21,16.7,Regular,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.3938,52.47185035522096,0.1966854748068601
4144,FDT40,5.985,LF,Frozen Foods,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,508.6712,26.05897945898371,0.3095082002144693
4145,NCD43,8.85,Low Fat,Household,103.7964,OUT010,1998,Small,Tier 3,Grocery Store,210.3928,17.794923395291505,0.16375018778615189
4146,FDM28,15.7,Low Fat,Frozen Foods,180.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.894,42.161952024797536,0.2126119799070598
4147,FDR35,12.5,Low Fat,Breads,198.8742,OUT046,1997,Small,Tier 1,Supermarket Type1,5773.1518,70.4832989159832,0.1438670323597453
4148,NCP17,19.35,Low Fat,Health and Hygiene,65.6168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,23.103396997719464,0.16681507126156198
4149,FDT23,7.72,Regular,Breads,79.8986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1090.5804,35.85017982068037,0.27364764753236964
4150,FDX15,17.2,Low Fat,Meat,162.1578,OUT046,1997,Small,Tier 1,Supermarket Type1,1283.6624,38.34299803671369,0.3953465037154117
4151,NCU42,11.94125,Low Fat,Household,166.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4379.6324,63.10237031234626,0.13932764262701067
4152,FDV23,11.94125,Low Fat,Breads,125.7046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196,55.87740923103146,0.3245369716996817
4153,FDY34,11.94125,Regular,Snack Foods,163.9842,OUT019,1985,Small,Tier 1,Grocery Store,331.5684,21.70188668098416,0.13866440062251018
4154,FDE16,8.895,Low Fat,Frozen Foods,208.3954,OUT010,1998,Small,Tier 3,Grocery Store,1041.977,35.18055578713834,0.20998566141524996
4155,FDV60,20.2,Regular,Baking Goods,195.311,OUT045,2002,Small,Tier 2,Supermarket Type1,3338.987,56.57984622102749,0.3429274835880029
4156,FDQ44,20.5,Low Fat,Fruits and Vegetables,120.0756,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364,48.680905034904505,0.19010601515996278
4157,FDZ09,17.6,Low Fat,Snack Foods,165.2868,OUT013,1987,High,Tier 3,Supermarket Type1,3111.9492,54.9954220829141,0.32371544448790207
4158,FDW36,11.15,Low Fat,Baking Goods,106.8622,OUT049,1999,Medium,Tier 1,Supermarket Type1,2011.3818,46.07926133799452,0.23879102998228388
4159,NCZ30,11.94125,LF,Household,121.9098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744,56.8200982224874,0.1614254657729071
4160,FDL09,19.6,Regular,Snack Foods,167.2816,OUT045,2002,Medium,Tier 2,Supermarket Type1,2013.3792,46.097885056306005,0.3581839331963398
4161,FDE05,10.895,Regular,Frozen Foods,147.7102,OUT017,2007,Medium,Tier 2,Supermarket Type1,1895.5326,44.97901620957074,0.1806588497693927
4162,DRO35,13.85,LF,Hard Drinks,114.2492,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.5872,44.57048015336932,0.18645616374901636
4163,FDN60,15.1,Low Fat,Baking Goods,159.7604,OUT017,2007,Medium,Tier 2,Supermarket Type1,2693.8268,51.88022339490132,0.30934824066090955
4164,NCZ29,15.0,Low Fat,Health and Hygiene,125.2362,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.1982,39.550184054265614,0.2671543711040491
4165,FDX08,12.85,Low Fat,Fruits and Vegetables,179.9318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2706.477,51.97867675393471,0.15065235145858163
4166,DRL37,15.5,Low Fat,Soft Drinks,44.477,OUT013,1987,High,Tier 3,Supermarket Type1,865.54,32.573808819588145,0.23092804723549715
4167,FDL21,15.85,Regular,Snack Foods,41.048,OUT035,2004,Small,Tier 2,Supermarket Type1,479.376,25.411341211632163,0.08452847449232714
4168,FDW10,21.2,Low Fat,Snack Foods,174.837,OUT017,2007,Small,Tier 2,Supermarket Type1,5469.547,68.9774587493377,0.2666009283554729
4169,FDB53,13.35,Low Fat,Frozen Foods,148.3392,OUT035,2004,Small,Tier 2,Supermarket Type1,3877.6192,60.09092972096036,0.3733979699998381
4170,DRM49,6.11,Regular,Soft Drinks,46.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,624.5204,28.41693868793705,0.3897759240897262
4171,NCD06,13.0,Low Fat,Household,44.906,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,28.944930257014462,0.3154040313629488
4172,FDN10,11.94125,Low Fat,Snack Foods,118.9124,OUT027,1985,Medium,Tier 3,Supermarket Type3,2844.2976,53.03344222217863,0.21424389839619704
4173,FDS13,11.94125,Low Fat,Canned,266.5884,OUT019,1985,Small,Tier 1,Grocery Store,1324.942,38.84545637645147,0.4668984257844526
4174,FDH38,6.425,Low Fat,Canned,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,1406.1696,39.80676847629738,0.10224704885716751
4175,FDY21,11.94125,Low Fat,Snack Foods,195.111,OUT027,1985,Medium,Tier 3,Supermarket Type3,5303.097,68.13000068057171,0.4155011588431493
4176,FDT60,12.0,Low Fat,Baking Goods,124.6388,OUT045,2002,Medium,Tier 2,Supermarket Type1,2105.2596,46.94259144984345,0.27513909936612063
4177,DRZ24,7.535,Low Fat,Soft Drinks,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,3835.008,59.82453153915608,0.28620740207059636
4178,FDW56,7.68,Low Fat,Fruits and Vegetables,190.9162,OUT049,1999,Medium,Tier 1,Supermarket Type1,5195.2374,67.57208554890076,0.26647797845225407
4179,FDG57,14.7,Low Fat,Fruits and Vegetables,48.6034,OUT045,2002,Medium,Tier 2,Supermarket Type1,194.4136,17.183546827837077,0.2691560569632421
4180,FDY14,10.3,Low Fat,Dairy,263.0226,OUT013,1987,High,Tier 3,Supermarket Type1,6079.4198,71.95380799370398,0.26454094012080626
4181,FDS19,13.8,Regular,Fruits and Vegetables,76.2012,OUT017,2007,High,Tier 2,Supermarket Type1,1669.8264,42.710286664498206,0.25410718211022687
4182,FDX01,10.1,Low Fat,Canned,114.715,OUT035,2004,Small,Tier 2,Supermarket Type1,815.605,31.777504568302692,0.15543412430994683
4183,FDV32,7.785,Low Fat,Fruits and Vegetables,64.251,OUT017,2007,Small,Tier 2,Supermarket Type1,1328.271,38.88555549142014,0.2986806974010875
4184,DRI39,13.8,Low Fat,Dairy,54.893,OUT017,2007,Small,Tier 2,Supermarket Type1,679.116,29.435000158622085,0.3124277756538301
4185,NCU05,11.8,Low Fat,Health and Hygiene,81.7618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,34.10503715642324,0.24284872657685483
4186,NCA29,10.5,Low Fat,Household,171.1106,OUT017,2007,Medium,Tier 2,Supermarket Type1,3593.3226,58.27800888799276,0.1656221482773364
4187,DRL47,19.7,LF,Hard Drinks,124.2362,OUT045,2002,Small,Tier 2,Supermarket Type1,1887.543,44.901631367492634,0.19701609325128747
4188,FDA50,11.94125,Low Fat,Dairy,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541,12.506644382862248,0.39068198448354385
4189,FDU23,11.94125,LF,Breads,167.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.776,50.14473283146774,0.14703161904842102
4190,FDR27,15.1,Regular,Meat,134.4942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.9188,44.583536390543514,0.3106314600937902
4191,DRH36,16.2,Low Fat,Soft Drinks,74.9696,OUT017,2007,Medium,Tier 2,Supermarket Type1,2162.5184,47.4575926027346,0.18321809681360626
4192,FDZ51,11.3,Regular,Meat,96.3094,OUT013,1987,High,Tier 3,Supermarket Type1,666.4658,29.20371843365482,0.23346824623490023
4193,FDQ40,11.94125,Regular,Frozen Foods,175.7712,OUT019,1985,Small,Tier 1,Grocery Store,351.5424,22.25588500816737,0.25115641341602246
4194,FDB17,11.94125,Low Fat,Frozen Foods,180.1976,OUT019,1985,Small,Tier 1,Grocery Store,181.0976,16.65001993257743,0.25339322406094444
4195,FDQ16,19.7,Low Fat,Frozen Foods,108.6912,OUT017,2007,Small,Tier 2,Supermarket Type1,2183.824,47.64707974220962,0.20487676539812902
4196,FDG09,20.6,Regular,Fruits and Vegetables,188.0556,OUT017,2007,Small,Tier 2,Supermarket Type1,2065.3116,46.578169662030454,0.21956190698752823
4197,DRI59,9.5,Low Fat,Hard Drinks,223.5088,OUT017,2007,Small,Tier 2,Supermarket Type1,4697.8848,64.90279360019447,0.20264660618919825
4198,FDH47,13.5,Regular,Starchy Foods,96.1068,OUT013,1987,High,Tier 3,Supermarket Type1,1846.9292,44.50511234751832,0.3587603852155363
4199,FDA21,13.65,Low Fat,Snack Foods,186.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,1665.8316,42.668482373869004,0.18963309310349816
4200,NCO05,7.27,Low Fat,Health and Hygiene,97.7384,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,27.769069834364682,0.21568658511831468
4201,NCL31,11.94125,Low Fat,Others,144.747,OUT019,1985,Small,Tier 1,Grocery Store,143.147,14.982466760411848,0.458907926495065
4202,NCH42,6.86,Low Fat,Household,231.201,OUT017,2007,Small,Tier 2,Supermarket Type1,6201.927,72.52925030816047,0.19168721918792603
4203,FDG57,14.7,Low Fat,Fruits and Vegetables,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,972.068,34.18283792603974,0.268771640989149
4204,NCQ50,11.94125,Low Fat,Household,211.9218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3419.5488,57.12609532319229,0.18477340988356522
4205,FDK24,9.195,Low Fat,Baking Goods,45.2744,OUT045,2002,Medium,Tier 2,Supermarket Type1,679.116,29.435000158622085,0.3185912334010464
4206,DRG39,14.15,Low Fat,Dairy,54.2982,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.5622,36.03940228275761,0.20553971635671778
4207,FDX46,12.3,Regular,Snack Foods,60.4562,OUT035,2004,Small,Tier 2,Supermarket Type1,1777.686,43.81653184017152,0.24105138248929417
4208,FDY01,11.8,Regular,Canned,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,2303.668,48.69233303758291,0.4124824687183687
4209,FDJ40,13.6,Regular,Frozen Foods,110.0912,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,45.64774032309477,0.22266540593455464
4210,FDJ09,15.0,Low Fat,Snack Foods,43.6744,OUT017,2007,Medium,Tier 2,Supermarket Type1,407.4696,23.710922369136405,0.2423326928006207
4211,FDW50,13.1,Low Fat,Dairy,168.4158,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.0422,40.92077134568328,0.27512824645971923
4212,FDV39,11.3,Low Fat,Meat,197.7426,OUT017,2007,Medium,Tier 2,Supermarket Type1,2570.6538,50.906385872483,0.08556323392672813
4213,FDY36,12.3,Low Fat,Baking Goods,73.838,OUT017,2007,Medium,Tier 2,Supermarket Type1,1245.046,37.86388521140622,0.09728184311576338
4214,NCE18,10.0,Low Fat,Household,248.175,OUT013,1987,High,Tier 3,Supermarket Type1,3495.45,57.63355324837069,0.14631305820055843
4215,FDB05,11.94125,Low Fat,Frozen Foods,247.2776,OUT019,1985,Small,Tier 1,Grocery Store,743.0328,30.56486468701488,0.3816668128092879
4216,FDK14,6.98,Low Fat,Canned,82.4934,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,34.3376570812989,0.20315815514027488
4217,FDP10,19.0,Low Fat,Snack Foods,107.0622,OUT046,1997,Small,Tier 1,Supermarket Type1,1376.2086,39.45626036981259,0.3578968273120062
4218,FDC45,17.0,Low Fat,Fruits and Vegetables,172.5106,OUT035,2004,Small,Tier 2,Supermarket Type1,2053.3272,46.46799948263335,0.3683850607720134
4219,FDS48,15.15,Low Fat,Baking Goods,152.3708,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.8868,55.33573613990702,0.16665533894838172
4220,FDX04,11.94125,Regular,Frozen Foods,49.4376,OUT019,1985,Small,Tier 1,Grocery Store,191.7504,17.07868126656471,0.2697896032096122
4221,FDQ20,11.94125,low fat,Fruits and Vegetables,40.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1543.3244,41.35534156199601,0.172164467878828
4222,FDU13,8.355,Low Fat,Canned,146.9418,OUT045,2002,Medium,Tier 2,Supermarket Type1,1029.9926,35.01250571817353,0.43351932252207626
4223,NCR53,12.15,Low Fat,Health and Hygiene,224.4404,OUT013,1987,High,Tier 3,Supermarket Type1,1800.3232,44.04343011183739,0.3806838058021381
4224,FDN49,17.25,Regular,Breakfast,40.048,OUT049,1999,Medium,Tier 1,Supermarket Type1,399.48,23.510915061328525,0.35414567200517927
